Place ID,الاسم بالعربي,الاسم بالإنجليزي,التصنيف,Latitude,Longitude,مستوى السعر,Tags,Description,التقييم,عدد التقييمات,العنوان,رابط خرائط جوجل,رقم الهاتف,الموقع الإلكتروني,الأحد,الاثنين,الثلاثاء,الأربعاء,الخميس,الجمعة,السبت
ChIJwS-5wQWhHBURR-Ck0O-2NtM,جاليريا مول,The Galleria Mall,مولات,31.958971,35.8625199,3,عائلي، تسوق، مطاعم ومحلات,جاليريا مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. عبد الرحيم الحاج محمد، عمّان.,4.2,19823,ش. عبد الرحيم الحاج محمد، عمّان,https://maps.google.com/?cid=15219553131859075143,07 9095 0222,,10:00 ص – 11:00 م,10:00 ص – 11:00 م,10:00 ص – 11:00 م,10:00 ص – 11:00 م,10:00 ص – 11:00 م,2:00–11:00 م,10:00 ص – 11:00 م
ChIJ7dHhw5uhHBURuPkZNq04scc,مكة مول,Mecca Mall,مولات,31.9774589,35.8432268,3,عائلي، تسوق، مطاعم ومحلات,مكة مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. مكة، عمّان.,4.2,30368,ش. مكة، عمّان,https://maps.google.com/?cid=14389344601013615032,(06) 552 7948,http://www.meccamall.jo/,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,2:00 م – 12:00 ص,10:00 ص – 12:00 ص
ChIJx1AiYAOhHBURbAz03k0l1vE,البركة مول,Baraka Mall,مولات,31.9554103,35.8662267,3,عائلي، تسوق، مطاعم ومحلات,البركة مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. الأميرة تغريد 13، عمّان.,3.9,6401,ش. الأميرة تغريد 13، عمّان,https://maps.google.com/?cid=17426156824539958380,(06) 580 8888,http://www.albarakamall.com/,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م
ChIJxYzqKMyhHBURE7ify6a42Hk,عمان مول,Amman Mall,مولات,31.9906197,35.8662669,3,عائلي، تسوق، مطاعم ومحلات,عمان مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. وصفي التل 169، عمّان.,4.0,9286,ش. وصفي التل 169، عمّان,https://maps.google.com/?cid=8779970500079106067,(06) 551 4480,https://m.facebook.com/AmmanMallJordan/,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص
ChIJ8bxMy1ehHBURxRKCSIcdk7U,مول البوابة الذهبية,Golden Gate Mall,مولات,31.9669298,35.8754871,3,عائلي، تسوق، مطاعم ومحلات,مول البوابة الذهبية هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. شط العرب، عمّان.,4.2,1671,ش. شط العرب، عمّان,https://maps.google.com/?cid=13083833809315697349,07 9680 0021,https://www.facebook.com/goldengatemalljo/,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص
ChIJ2ZUqc1KhHBURWWixacvWb1c,حي دابوق,Dabouq District,مولات,31.995506,35.8336298,3,عائلي، تسوق، مطاعم ومحلات,"Dabouq District هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في Wasfi al tall street, عمّان.",4.3,1310,"Wasfi al tall street, عمّان",https://maps.google.com/?cid=6300490572854552665,(06) 554 5055,http://www.dabouqdistrict.com/,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص
ChIJAYFJ9puhHBURNRmrGutw5JE,ذا بلازا أوتلتس,The Plaza Outlets,مولات,31.9764024,35.8436789,3,عائلي، تسوق، مطاعم ومحلات,The Plaza Outlets هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. دار الصالحين، عمّان.,3.9,810,ش. دار الصالحين، عمّان,https://maps.google.com/?cid=10512651585256626485,07 9100 3777,http://www.theplazaoutlets.com/,9:46 ص – 11:46 م,9:46 ص – 11:46 م,9:46 ص – 11:46 م,9:46 ص – 11:46 م,9:46 ص – 11:46 م,9:46 ص – 11:46 م,9:46 ص – 11:46 م
ChIJMRbxlQ6hHBURfaBlJ80s8NA,فايف بي مول,5B Mall,مولات,31.9185666,35.9069218,3,عائلي، تسوق، مطاعم ومحلات,فايف بي مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. القدس، عمّان.,4.4,2378,ش. القدس، عمّان,https://maps.google.com/?cid=15055582813940457597,07 9601 6688,,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة
ChIJHaZseXGgHBUROYIYmKL-Po4,بوليڤارد العبدلي,Abdali Boulevard,مولات,31.9644907,35.9090455,3,عائلي، تسوق، مطاعم ومحلات,بوليڤارد العبدلي هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في شارع الاستثمار، عمّان.,4.5,30895,شارع الاستثمار، عمّان,https://maps.google.com/?cid=10249909776231727673,(06) 561 0560,,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,2:00 م – 12:00 ص,10:00 ص – 12:00 ص
ChIJA4b4NAKhHBURkGb55QnFZzI,افينيو مول,Avenue Mall,مولات,31.9570149,35.8693868,3,عائلي، تسوق، مطاعم ومحلات,افينيو مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. صلاح الشمات، عمّان.,4.1,14214,ش. صلاح الشمات، عمّان,https://maps.google.com/?cid=3632088270801299088,(06) 586 4334,https://www.facebook.com/AvenueJordan/,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م
ChIJU52cyRqhHBURMS2-I_bviGs,قرية الصويفية,Swefieh Village,مولات,31.9480947,35.8647605,3,عائلي، تسوق، مطاعم ومحلات,"قرية الصويفية هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في Swefieh Village, عمّان.",4.1,4449,"Swefieh Village, عمّان",https://maps.google.com/?cid=7748706999331597617,07 9805 8585,https://m.facebook.com/swefiehvillage/,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص
ChIJlRtnsbqhHBURkv5qfBsYvhU,جاردنز مول,Gardens Mall,مولات,31.9850702,35.8845767,3,عائلي، تسوق، مطاعم ومحلات,Gardens Mall هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. وصفي التل، عمّان.,4.1,694,ش. وصفي التل، عمّان,https://maps.google.com/?cid=1566716226702081682,,https://www.facebook.com/GardensMalljo?mibextid=ZbWKwL,8:00 ص – 11:30 م,8:00 ص – 11:30 م,8:00 ص – 11:30 م,8:00 ص – 11:30 م,8:00 ص – 11:30 م,8:00 ص – 11:30 م,8:00 ص – 11:30 م
ChIJmY2T7PtfGxURSKd-hla3ORQ,الاستقلال مول,Istiklal Mall,مولات,31.979485,35.9220593,3,عائلي، تسوق، مطاعم ومحلات,الاستقلال مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في عمّان.,4.0,16581,عمّان,https://maps.google.com/?cid=1457397536682583880,(06) 562 6364,https://www.facebook.com/IstiklalMall/,11:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,11:00 ص – 1:00 ص,11:00 ص – 1:00 ص,11:00 ص – 1:00 ص
ChIJxdPsQbNfGxURw6RNohwV6M8,مكسيم مول,Maxim Mall,مولات,31.9681849,35.9178592,3,عائلي، تسوق، مطاعم ومحلات,مكسيم مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في مكسيم مول، ش. الجليل، عمّان.,3.9,5629,مكسيم مول، ش. الجليل، عمّان,https://maps.google.com/?cid=14981247373174219971,(06) 566 6281,,11:00 ص – 9:00 م,9:00 ص – 9:00 م,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص
ChIJjfRC8RJgGxUR3p02R3CiPLY,عريفة مول,Areefa Mall,مولات,31.9926869,35.9346918,3,عائلي، تسوق، مطاعم ومحلات,عريفة مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في عمّان.,4.0,15021,عمّان,https://maps.google.com/?cid=13131549216620322270,07 9140 1111,https://web.facebook.com/Areefamall/?ref=pages_you_manage,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 12:00 ص,8:00 ص – 11:00 م
ChIJw-ZQIRmgHBURA9tDXXh2XHY,المختار مول,AlMukhtar Mall,مولات,31.9876799,35.8964891,3,عائلي، تسوق، مطاعم ومحلات,المختار مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. الملكة رانيا، عمّان.,3.9,12184,ش. الملكة رانيا، عمّان,https://maps.google.com/?cid=8528822053665757955,(06) 515 0000,https://mukhtarstores.com/,10:00 ص – 11:00 م,10:00 ص – 11:00 م,10:00 ص – 11:00 م,10:00 ص – 11:00 م,10:00 ص – 11:00 م,10:00 ص – 11:00 م,10:00 ص – 11:00 م
ChIJ_3TA1XOfHBURZDJohfUabAY,سوق مجدي,Sooq Majdi Mall,مولات,32.0196752,35.8632069,3,عائلي، تسوق، مطاعم ومحلات,سوق مجدي هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. الملكة رانيا، عمّان.,3.7,8177,ش. الملكة رانيا، عمّان,https://maps.google.com/?cid=462774503519826532,(06) 533 8570,https://www.facebook.com/MajdiMall,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م
ChIJr4F5XbhfGxURP8k3kzDIXz8,الجامع الحسيني الكبير,Grand Husseini Mosque,"شوارع ومناطق سياحية, مساجد و اماكن دينية",31.9496326,35.9346199,1,ثقافي، تاريخي، صور، سياحة تعليمية,"الجامع الحسيني الكبير هو معلم مميز في عمان ضمن تصنيف (شوارع ومناطق سياحية, مساجد و اماكن دينية) يقع في ش. الملك طلال 1، عمّان.",4.7,23584,ش. الملك طلال 1، عمّان,https://maps.google.com/?cid=4566588658130864447,(06) 461 4101,https://www.trip.com/travel-guide/amman/grand-husseini-mosque-35809691/,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م
ChIJc2-oLz2gHBURjJDRVdzzi3M,مسجد الزميلي,Zmaili Mosque,مساجد و اماكن دينية,31.9849647,35.8912075,1,ثقافي، تاريخي، صور، سياحة تعليمية,"مسجد الزميلي هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في 15, عمّان.",4.7,723,"15, عمّان",https://maps.google.com/?cid=8326016463782645900,,,4:30 ص – 10:00 م,4:30 ص – 10:00 م,4:30 ص – 10:00 م,4:30 ص – 10:00 م,4:30 ص – 10:00 م,4:30 ص – 10:00 م,4:30 ص – 10:00 م
ChIJmX2f-gmgHBURAe8V3AbTaVM,مسجد الفضل بن العباس,Fadel Ibn Al-Abbas Mosque,مساجد و اماكن دينية,31.9733003,35.9147049,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد الفضل بن العباس هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في العبدلي، عمّان.,4.7,337,العبدلي، عمّان,https://maps.google.com/?cid=6010567204118327041,07 8515 1510,https://jo.jeeran.com/p/al-fadhel-bin-abbas-mosque-amman/,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة
ChIJz0rrOYafHBURHfqi2h9aHEE,مسجد ضاحية الرشيد,Dahiat Al Rashid Mosque,مساجد و اماكن دينية,32.0019316,35.8816662,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد ضاحية الرشيد هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في 2V2J+QMF، عمّان.,4.7,429,2V2J+QMF، عمّان,https://maps.google.com/?cid=4691724004671814173,,https://dellooni.com/ar-jo/u/21031/%D9%85%D8%B3%D8%AC%D8%AF-%D8%A7%D9%84%D9%82%D8%B9%D9%82%D8%A7%D8%B9,4:00 ص – 9:00 م,4:00 ص – 9:00 م,4:00 ص – 9:00 م,4:00 ص – 9:00 م,4:00 ص – 9:00 م,4:00 ص – 9:00 م,4:00 ص – 9:00 م
ChIJuXqLSo9fGxUROijYNl2aEuc,مسجد كلية الشريعة,Sharia College Mosque,مساجد و اماكن دينية,31.9572125,35.9207969,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد كلية الشريعة هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XW4C+V8M، ش. خارجة الأشجعي، عمّان.,4.8,516,XW4C+V8M، ش. خارجة الأشجعي، عمّان,https://maps.google.com/?cid=16650540497484916794,,http://alrai.com/article/10511533/%D8%A3%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%B3%D8%A8%D9%88%D8%B9/%D9%85%D8%B3%D8%AC%D8%AF-%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D8%B9%D8%A9-%D8%AA%D8%AD%D9%81%D8%A9-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%AC%D8%A8%D9%84-%D8%A7%D9%84%D9%84%D9%88%D9%8A%D8%A8%D8%AF%D8%A9,,,,,,,
ChIJc633zRdgGxUR_nhIRpVeOe8,مسجد نبي الله زكريا عليه السلام,Prophet Zakariya Mosque,مساجد و اماكن دينية,32.0026375,35.9280781,1,ثقافي، تاريخي، صور، سياحة تعليمية,"مسجد نبي الله زكريا عليه السلام هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في الخزنه طبربور, 2W3H+364، عمّان.",4.7,336,"الخزنه طبربور, 2W3H+364، عمّان",https://maps.google.com/?cid=17237913043959576830,,,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م
ChIJn0gF0SiiHBUR-vcLH8DAKCI,مسجد الملك الحسين رحمه الله,King Hussein Mosque,مساجد و اماكن دينية,31.9857317,35.8229144,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد الملك الحسين رحمه الله هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XRPF+75V، ش. الشعب، عمّان.,4.8,2413,XRPF+75V، ش. الشعب، عمّان,https://maps.google.com/?cid=2461429127745107962,,,11:30 ص – 8:00 م,11:30 ص – 8:00 م,11:30 ص – 8:00 م,11:30 ص – 8:00 م,11:30 ص – 8:00 م,11:30 ص – 8:00 م,11:30 ص – 8:00 م
ChIJ9VQbqAigHBURUOewt1dkqEQ,مسجد الحاج اسحق القواسمي,Al Qawasmi Mosque,مساجد و اماكن دينية,31.9789625,35.9103594,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد الحاج اسحق القواسمي هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XWH6+H4Q، عمّان.,4.8,884,XWH6+H4Q، عمّان,https://maps.google.com/?cid=4947314518573246288,,,3:30 ص – 10:30 م,3:30 ص – 10:30 م,3:30 ص – 10:30 م,3:30 ص – 10:30 م,3:30 ص – 10:30 م,3:30 ص – 10:30 م,3:30 ص – 10:30 م
ChIJHSCtIfqgHBURQgazKYmw2z0,جامع السيدة عائشة,Sayeda Aisha Mosque,مساجد و اماكن دينية,31.953968,35.8809967,1,ثقافي، تاريخي، صور، سياحة تعليمية,جامع السيدة عائشة هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في ش. بور سعيد 26، عمّان.,4.9,743,ش. بور سعيد 26، عمّان,https://maps.google.com/?cid=4457350359369844290,,https://dellooni.com/ar-jo/u/12521/%D9%85%D8%B3%D8%AC%D8%AF-%D8%A7%D9%84%D8%B3%D9%8A%D8%AF%D8%A9-%D8%B9%D8%A7%D8%A6%D8%B4%D8%A9,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة
ChIJg4mKdfxfGxUR3rW6dVJBmsk,مسجد المغيرة بن شعبة رضي الله عنه,Al-Mughira Bin Shu'ba Mosque,مساجد و اماكن دينية,31.9802875,35.9224219,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد المغيرة بن شعبة رضي الله عنه هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XWJC+4X7، عمّان.,4.8,189,XWJC+4X7، عمّان,https://maps.google.com/?cid=14526995370455250398,,,,,,,,,
ChIJ29tL8EOgHBURbF5X42hX85E,مسجد الفيحاء/ عمان,Fayhaa mosque,مساجد و اماكن دينية,31.9709675,35.8896125,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد الفيحاء/ عمان هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XVCQ+9RQ، عمّان.,4.8,1061,XVCQ+9RQ، عمّان,https://maps.google.com/?cid=10516845662842609260,(06) 565 8534,,,,,,,,
ChIJne9IbSCgHBURkgBshIB07CQ,مسجد الروضة - ضاحية الرشيد,Masjid Dahiyat al Raudha,مساجد و اماكن دينية,31.9944098,35.8920165,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد الروضة - ضاحية الرشيد هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XVVR+QR6، عمّان.,4.7,884,XVVR+QR6، عمّان,https://maps.google.com/?cid=2660629575195426962,,https://jo.jeeran.com/p/al-rawda-mosque-amman/,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة
ChIJryGcuI2hHBURH1t6ifq0zZI,مسجد الهمشري,Al-Hamshari Mosque,مساجد و اماكن دينية,31.9896617,35.8371133,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد الهمشري هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XRQP+VR9، عمّان.,4.9,1449,XRQP+VR9، عمّان,https://maps.google.com/?cid=10578310087904484127,,https://archnet.org/sites/15709,4:46 ص – 8:45 م,4:46 ص – 8:45 م,4:46 ص – 8:45 م,4:46 ص – 8:45 م,4:46 ص – 8:45 م,4:46 ص – 8:45 م,4:46 ص – 8:45 م
ChIJQ_hdU3agHBUREe5n5PtgZnk,مسجد الملك عبد الله,King Abdullah I Mosque,"شوارع ومناطق سياحية, مساجد و اماكن دينية",31.9611806,35.9128528,1,ثقافي، تاريخي، صور، سياحة تعليمية,"مسجد الملك عبد الله هو معلم مميز في عمان ضمن تصنيف (شوارع ومناطق سياحية, مساجد و اماكن دينية) يقع في XW67+F4H، عمّان.",4.6,7490,XW67+F4H، عمّان,https://maps.google.com/?cid=8747785961198841361,07 9806 2939,,3:20 ص – 10:00 م,3:20 ص – 10:00 م,3:20 ص – 10:00 م,3:20 ص – 10:00 م,3:20 ص – 10:00 م,3:20 ص – 10:00 م,3:20 ص – 10:00 م
ChIJG7G1G6BfGxURhc1jlkTC7uo,مسجد أبو درويش,Abu Darwish Mosque,مساجد و اماكن دينية,31.9415745,35.9374917,1,ثقافي، تاريخي، صور، سياحة تعليمية,"مسجد أبو درويش هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في Jabal Ashrafieh, ش. أبو درويش، عمّان.",4.6,1942,"Jabal Ashrafieh, ش. أبو درويش، عمّان",https://maps.google.com/?cid=16928681649168960901,,,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة
ChIJTakUeR2gHBURznDcjjXdYvQ,مسجد زكي أبو عيد,Zaki Abu Eid Mosque,مساجد و اماكن دينية,31.9914929,35.9018408,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد زكي أبو عيد هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XWR2+HPW، عمّان.,4.6,403,XWR2+HPW، عمّان,https://maps.google.com/?cid=17609880715071877326,,,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة
ChIJWSVHr3afHBURz9gWo8Za0mI,مسجد الجامعة الأردنية,Mosque of the University of Jordan,مساجد و اماكن دينية,32.0177612,35.8667229,1,ثقافي، تاريخي، صور، سياحة تعليمية,"مسجد الجامعة الأردنية هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في 2V98+4M5, Al Jamia, عمّان.",4.8,3035,"2V98+4M5, Al Jamia, عمّان",https://maps.google.com/?cid=7120853770012383439,(06) 535 5000,,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة
ChIJU-9SX7OhHBUR-EmUQOpyrlg,مسجد الكالوتي,AlKalouty Mosque,مساجد و اماكن دينية,31.9774483,35.8705957,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد الكالوتي هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XVGC+X6H، شارع دار الإسلام، عمّان.,4.8,1919,XVGC+X6H، شارع دار الإسلام، عمّان,https://maps.google.com/?cid=6390171271716686328,,https://jo.jeeran.com/p/kaloti-mosque-amman/,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م,4:00 ص – 10:00 م
ChIJswKACfVfGxURRyCgg9-j5AY,مسجد المرحوم الحاج محمد القريني,Al-Qarini Mosque,مساجد و اماكن دينية,31.9694625,35.9168906,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد المرحوم الحاج محمد القريني هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في XW98+QQJ، عمّان.,4.7,284,XW98+QQJ، عمّان,https://maps.google.com/?cid=496702039298940999,,,5:00 ص – 8:30 م,5:00 ص – 8:30 م,5:00 ص – 8:30 م,5:00 ص – 8:30 م,5:00 ص – 8:30 م,5:00 ص – 8:30 م,5:00 ص – 8:30 م
ChIJiW1rBmCgHBURzrYOcDOQXFA,مسجد صلاح الدين,Salah al-Din Mosque,مساجد و اماكن دينية,31.9555702,35.8936969,1,ثقافي، تاريخي، صور، سياحة تعليمية,مسجد صلاح الدين هو معلم مميز في عمان ضمن تصنيف (مساجد و اماكن دينية) يقع في ش. إبراهيم أيوب 19، عمّان.,4.8,301,ش. إبراهيم أيوب 19، عمّان,https://maps.google.com/?cid=5790661771489359566,07 9009 3860,https://www.waze.com/livemap/directions/jordan/amman-%D8%B9%D9%85%D8%A7%D9%86/salah-al-din-mosque-%D9%85%D8%B3%D8%AC%D8%AF-%D8%B5%D9%84%D8%A7%D8%AD-%D8%A7%D9%84%D8%AF%D9%8A%D9%86-%D8%A7%D9%84%D8%A3%D9%8A%D9%88%D8%A8%D9%8A-%D8%A7%D9%84%D8%B1%D8%B6%D9%88%D8%A7%D9%86?place=w.23527744.235211900.1944287,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة,نعمل على مدار 24 ساعة
ChIJndplfehfGxURHHnMX89ORYA,متحف الأردن,Jordan Museum,متاحف,31.9457655,35.9271977,2,ثقافي، تاريخي، صور، سياحة تعليمية,متحف الأردن هو معلم مميز في عمان ضمن تصنيف (متاحف) يقع في Ali bin Abi Taleb Street، عمّان.,4.4,4698,Ali bin Abi Taleb Street، عمّان,https://maps.google.com/?cid=9242880462820243740,(06) 462 9317,https://www.jordanmuseum.jo/,9:00 ص – 6:00 م,9:00 ص – 6:00 م,مغلق,9:00 ص – 6:00 م,9:00 ص – 6:00 م,3:00–7:00 م,9:00 ص – 6:00 م
ChIJc34GsimiHBURn5Ikieg1svs,متحف السيارات الملكي,Royal Automobile Museum,متاحف,31.9829052,35.8263597,2,ثقافي، تاريخي، صور، سياحة تعليمية,"متحف السيارات الملكي هو معلم مميز في عمان ضمن تصنيف (متاحف) يقع في At Tibbiyya, عمّان.",4.7,5165,"At Tibbiyya, عمّان",https://maps.google.com/?cid=18136617922223968927,(06) 541 1392,https://www.facebook.com/TheRoyalAutomobileMuseumJordan/,10:00 ص – 8:00 م,10:00 ص – 8:00 م,مغلق,10:00 ص – 8:00 م,10:00 ص – 8:00 م,11:00 ص – 8:00 م,10:00 ص – 8:00 م
ChIJrwauhdlfGxURos2R17mkoRQ,متحف آرمات عمان,Signs of Amman Museum,متاحف,31.9525204,35.9321262,2,ثقافي، تاريخي، صور، سياحة تعليمية,متحف آرمات عمان هو معلم مميز في عمان ضمن تصنيف (متاحف) يقع في وسط البلد عمان، عمّان.,4.9,1098,وسط البلد عمان، عمّان,https://maps.google.com/?cid=1486650470101536162,07 9500 0720,https://www.facebook.com/oldsignsofamman/,10:00 ص – 5:00 م,10:00 ص – 5:00 م,10:00 ص – 5:00 م,10:00 ص – 5:00 م,10:00 ص – 5:00 م,مغلق,10:00 ص – 5:00 م
ChIJM_3P8mRfGxURO3rvAQjTBHQ,متحف الآثار الأردني,Jordan Archaeological Museum,"اماكن أثرية, متاحف",31.9541655,35.9343535,1,ثقافي، تاريخي، صور، سياحة تعليمية,"متحف الآثار الأردني هو معلم مميز في عمان ضمن تصنيف (اماكن أثرية, متاحف) يقع في XW3M+MP9، عمّان.",4.5,787,XW3M+MP9، عمّان,https://maps.google.com/?cid=8360038839652153915,(06) 463 8795,https://culture.gov.jo/AR/ListDetails/%D8%A7%D9%84%D9%85%D8%AA%D8%A7%D8%AD%D9%81/110/2,9:00 ص – 7:00 م,9:00 ص – 7:00 م,9:00 ص – 7:00 م,9:00 ص – 7:00 م,9:00 ص – 7:00 م,9:00 ص – 7:00 م,9:00 ص – 7:00 م
